"id",id2,"unique_id","genus","species","sex",observedIT_mu,conversion_factor,ITlength_mm,head_width,head_length,head_depth,"tongue_type",cardo_mm,prementum_mm,glossa_mm,glossa_in_prem,tongue_mm,"measured_by","project","old_uniqueID","pixel_update","notes","note_2","X_val"
"132_822",132,"822","Bombus","bimaculatus","female",4.92,1,4.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"132_tongue2014_132",132,"tongue2014_132","Andrena","vicina","female",NULL,NULL,2.312365238,3.405824105,2.945471825,NULL,"",NULL,1.966575037,0.457580681,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1320_13703",1320,"13703","Andrena","virginiana","male",33,2,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1321_13702",1321,"13702","Andrena","virginiana","male",32,2,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1322_NA",1322,"NA","Chelostoma","philadelphi","female",54,4,1.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1323_NA",1323,"NA","Chelostoma","philadelphi","female",55,4,1.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1324_NA",1324,"NA","Chelostoma","philadelphi","female",70,4,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1325_NA",1325,"NA","Chelostoma","philadelphi","female",65,4,1.625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1326_16598",1326,"16598","Coelioxys","modesta","female",55,2.5,2.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1327_16597",1327,"16597","Coelioxys","modesta","female",65,2.5,2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1328_16596",1328,"16596","Coelioxys","modesta","female",50,2.5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1329_16595",1329,"16595","Coelioxys","modesta","female",73,2.5,2.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"133_1996",133,"1996","Bombus","bimaculatus","female",3.95,1,3.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"133_tongue2014_133",133,"tongue2014_133","Andrena","pruni","female",NULL,NULL,2.4445947,3.542662302,3.436106181,NULL,"",NULL,2.036972065,0.391725397,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1330_16609",1330,"16609","Coelioxys","modesta","male",60,2.5,2.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1331_16610",1331,"16610","Coelioxys","modesta","male",55,2.5,2.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1332_13668",1332,"13668","Andrena","tridens","female",62,2.5,2.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1333_13667",1333,"13667","Andrena","tridens","female",56,2.5,2.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1334_13664",1334,"13664","Andrena","tridens","female",60,2.5,2.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1335_13663",1335,"13663","Andrena","tridens","female",61,2.5,2.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1336_13666",1336,"13666","Andrena","tridens","male",40,2.5,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1337_13665",1337,"13665","Andrena","tridens","male",44,2.5,1.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1338_NA",1338,"NA","Hylaeus","mesillae","female",50,4,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1339_NA",1339,"NA","Hylaeus","mesillae","female",47,4,1.175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"134_2076",134,"2076","Bombus","bimaculatus","female",4.31,1,4.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"134_tongue2014_134",134,"tongue2014_134","Andrena","imitatrix","female",NULL,NULL,1.813688589,2.67844795,2.034633635,NULL,"",NULL,1.136003652,0.351678118,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1340_NA",1340,"NA","Hylaeus","mesillae","female",50,4,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1341_NA",1341,"NA","Hylaeus","mesillae","female",50,4,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1342_21795",1342,"21795","Macropis","ciliata","female",90,4,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1343_21793",1343,"21793","Macropis","patellata","female",75,3.2,2.34375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1344_21794",1344,"21794","Macropis","patellata","male",74,3.2,2.3125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1345_21790",1345,"21790","Macropis","patellata","male",73,3.2,2.28125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1346_21792",1346,"21792","Macropis","patellata","male",65,3.2,2.03125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1347_21791",1347,"21791","Macropis","patellata","male",65,3.2,2.03125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1348_21774",1348,"21774","Macropis","nuda","female",79,3.2,2.46875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1349_21773",1349,"21773","Macropis","nuda","female",75,3.2,2.34375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"135_1318",135,"1318","Bombus","bimaculatus","female",3.05,1,3.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"1350_21772",1350,"21772","Macropis","nuda","female",75,3.2,2.34375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1351_21773",1351,"21773","Macropis","nuda","female",73,3.2,2.28125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1352_NA",1352,"NA","Epeolus","scutellaris","female",70,3.2,2.1875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1353_NA",1353,"NA","Epeolus","scutellaris","female",74,3.2,2.3125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1354_NA",1354,"NA","Epeolus","scutellaris","female",65,3.2,2.03125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1355_NA",1355,"NA","Epeolus","scutellaris","female",73,3.2,2.28125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1356_NA",1356,"NA","Epeolus","pusillus","female",63,3.2,1.96875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1357_NA",1357,"NA","Epeolus","pusillus","female",70,3.2,2.1875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1358_NA",1358,"NA","Epeolus","pusillus","female",68,3.2,2.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1359_NA",1359,"NA","Epeolus","pusillus","female",65,3.2,2.03125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"136_1230",136,"1230","Bombus","bimaculatus","female",3.1,1,3.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"136_tongue2014_136",136,"tongue2014_136","Andrena","imitatrix","female",NULL,NULL,1.824014811,2.742728384,1.960526002,NULL,"",NULL,1.183383122,0.534676781,NULL,NULL,"J.Zientek","tongue2014","","","not sure where the glossa starts","yellow_g",""
"1360_NA",1360,"NA","Epeolus","pusillus","male",50,3.2,1.5625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1361_NA",1361,"NA","Epeolus","pusillus","male",59,3.2,1.84375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1362_NA",1362,"NA","Hylaeus","annulatus","female",45,3.2,1.40625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1363_NA",1363,"NA","Hylaeus","annulatus","female",47,3.2,1.46875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1364_NA",1364,"NA","Hylaeus","annulatus","female",47,3.2,1.46875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1365_NA",1365,"NA","Hylaeus","annulatus","female",45,3.2,1.40625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1366_NA",1366,"NA","Lasioglossum","callidum","female",47,3.2,1.46875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1367_NA",1367,"NA","Lasioglossum","callidum","female",50,3.2,1.5625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1368_NA",1368,"NA","Lasioglossum","callidum","female",45,3.2,1.40625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1369_NA",1369,"NA","Lasioglossum","callidum","female",50,3.2,1.5625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"137_1888",137,"1888","Bombus","bimaculatus","female",3.15,1,3.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"137_tongue2014_137",137,"tongue2014_137","Andrena","pruni","female",NULL,NULL,2.289818887,3.562667548,3.108940536,NULL,"",NULL,2.145973914,0.597807019,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1370_21548",1370,"21548","Lasioglossum","divergens","female",47,3.2,1.46875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1371_21549",1371,"21549","Lasioglossum","divergens","female",45,3.2,1.40625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1372_21552",1372,"21552","Lasioglossum","divergens","female",40,3.2,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1373_21557",1373,"21557","Lasioglossum","divergens","female",47,3.2,1.46875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1374_NA",1374,"NA","Lasioglossum","anomalum","female",32,3.2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1375_NA",1375,"NA","Lasioglossum","anomalum","female",35,3.2,1.09375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1376_NA",1376,"NA","Lasioglossum","anomalum","female",35,3.2,1.09375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1377_NA",1377,"NA","Lasioglossum","anomalum","female",31,3.2,0.96875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1378_21112",1378,"21112","Lasioglossum","leucocomum","female",50,3.2,1.5625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1379_21111",1379,"21111","Lasioglossum","leucocomum","female",40,3.2,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"138_1283",138,"1283","Bombus","bimaculatus","female",3.15,1,3.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"138_tongue2014_138",138,"tongue2014_138","Hoplitis","producta","female",NULL,NULL,1.314848436,1.939669179,1.87835053,NULL,"",NULL,1.093424804,2.157895992,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1380_21110",1380,"21110","Lasioglossum","leucocomum","female",45,3.2,1.40625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1381_21109",1381,"21109","Lasioglossum","leucocomum","female",42,3.2,1.3125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1382_21077",1382,"21077","Lasioglossum","marinum","female",50,3.2,1.5625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1383_21078",1383,"21078","Lasioglossum","marinum","female",55,3.2,1.71875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1384_21079",1384,"21079","Lasioglossum","marinum","female",55,3.2,1.71875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1385_21083",1385,"21083","Lasioglossum","marinum","female",47,3.2,1.46875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1386_NA",1386,"NA","Lasioglossum","heterognathum","female",32,3.2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1387_NA",1387,"NA","Lasioglossum","heterognathum","female",32,3.2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1388_NA",1388,"NA","Lasioglossum","heterognathum","female",35,3.2,1.09375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1389_NA",1389,"NA","Lasioglossum","heterognathum","female",31,3.2,0.96875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"139_1302",139,"1302","Bombus","bimaculatus","female",3.35,1,3.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"139_tongue2014_139",139,"tongue2014_139","Halictus","confusus","female",NULL,NULL,1.39115995,1.998872512,1.984739741,NULL,"",NULL,1.497072278,0.288684586,NULL,NULL,"J.Zientek","tongue2014","","","measurements taken from x4","",""
"1390_NA",1390,"NA","Lasioglossum","nigroviride","female",55,3.2,1.71875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1391_NA",1391,"NA","Lasioglossum","nigroviride","female",55,3.2,1.71875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1392_NA",1392,"NA","Lasioglossum","nigroviride","female",55,3.2,1.71875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1393_NA",1393,"NA","Lasioglossum","nigroviride","female",57,3.2,1.78125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1394_21604",1394,"21604","Lasioglossum","smilacinae","female",50,3.2,1.5625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1395_21603",1395,"21603","Lasioglossum","smilacinae","female",50,3.2,1.5625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1396_21598",1396,"21598","Lasioglossum","smilacinae","female",55,3.2,1.71875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1397_21582",1397,"21582","Lasioglossum","smilacinae","female",50,3.2,1.5625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1398_18780",1398,"18780","Megachile","petulans","female",62,1.6,3.875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1399_18758",1399,"18758","Megachile","petulans","female",59,1.6,3.6875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"14_1531",14,"1531","Agapostemon","virescens","female",2.17,1,2.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"140_1896",140,"1896","Bombus","bimaculatus","female",3.21,1,3.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"140_tongue2014_140",140,"tongue2014_140","Andrena","imitatrix","female",NULL,NULL,1.767773263,2.571018111,2.097420403,NULL,"",NULL,1.160699383,0.289536163,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1400_18759",1400,"18759","Megachile","petulans","female",59,1.6,3.6875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1401_18762",1401,"18762","Megachile","petulans","female",56,1.6,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1402_18749",1402,"18749","Megachile","petulans","male",50,1.6,3.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1403_18750",1403,"18750","Megachile","petulans","male",52,1.6,3.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1404_17996",1404,"17996","Megachile","centuncularis","female",60,1.6,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1405_17995",1405,"17995","Megachile","centuncularis","female",56,1.6,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1406_17994",1406,"17994","Megachile","centuncularis","female",59,1.6,3.6875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1407_17993",1407,"17993","Megachile","centuncularis","female",55,1.6,3.4375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1408_18252",1408,"18252","Megachile","melanophaea","female",63,1.6,3.9375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1409_19008",1409,"19008","Megachile","melanophaea","female",65,1.6,4.0625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"141_1290",141,"1290","Bombus","bimaculatus","female",2.95,1,2.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"141_tongue2014_141",141,"tongue2014_141","Andrena","wilkella","female",NULL,NULL,2.258719296,3.488893733,2.786492627,NULL,"",NULL,1.726998055,0.638342082,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1410_19010",1410,"19010","Megachile","melanophaea","female",56,1.6,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1411_19013",1411,"19013","Megachile","melanophaea","female",65,1.6,4.0625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1412_19017",1412,"19017","Megachile","melanophaea","male",60,1.6,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1413_18250",1413,"18250","Megachile","melanophaea","male",65,1.6,4.0625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1414_18580",1414,"18580","Megachile","pugnata","female",61,1.6,3.8125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1415_18582",1415,"18582","Megachile","pugnata","male",40,1.6,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1416_18581",1416,"18581","Megachile","pugnata","female",56,1.6,3.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1417_18581",1417,"18581","Megachile","pugnata","female",55,1.6,3.4375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1418_18584",1418,"18584","Megachile","pugnata","female",54,1.6,3.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1419_18585",1419,"18585","Megachile","pugnata","male",40,1.6,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"142_604",142,"604","Bombus","bimaculatus","female",4.81,1,4.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"142_tongue2014_142",142,"tongue2014_142","Andrena","wilkella","female",NULL,NULL,2.412953507,3.44662486,2.842461671,NULL,"",NULL,1.754248517,0.635844123,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"1420_18669",1420,"18669","Megachile","relativa","female",50,1.6,3.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1421_18670",1421,"18670","Megachile","relativa","female",45,1.6,2.8125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1422_18671",1422,"18671","Megachile","relativa","female",51,1.6,3.1875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1423_18794",1423,"18794","Megachile","relativa","male",39,1.6,2.4375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1424_18797",1424,"18797","Megachile","relativa","male",50,1.6,3.125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1425_18795",1425,"18795","Megachile","relativa","female",45,1.6,2.8125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
"1426_NA",1426,"NA","Sphecodes","ranunculi","unknown",41,2,2.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NB","PBI_cornell",NULL,NULL,"Cornell",NULL,NULL
