"id",id2,"unique_id","genus","species","sex",observedIT_mu,conversion_factor,ITlength_mm,head_width,head_length,head_depth,"tongue_type",cardo_mm,prementum_mm,glossa_mm,glossa_in_prem,tongue_mm,"measured_by","project","old_uniqueID","pixel_update","notes","note_2","X_val"
"524_1966",524,"1966","Lasioglossum","cattellae","female",1.05,1,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"525_145",525,"145","Lasioglossum","cattellae","female",1.05,1,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"526_2651",526,"2651","Lasioglossum","cattellae","female",1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"527_271",527,"271","Lasioglossum","cattellae","female",1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"528_381",528,"381","Lasioglossum","pectinatum","female",1.5,1,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"529_2043",529,"2043","Lasioglossum","pectinatum","female",1.55,1,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"53_600",53,"600","Andrena","miserabilis","female",1.9,1,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"53_tongue2014_53",53,"tongue2014_53","Colletes","inaequalis","female",NULL,NULL,2.85,3.75,2.894,NULL,"",NULL,1.763978636,0.437583156,NULL,NULL,"J.Zientek","tongue2014","","/2 (x2 mag)","","",""
"530_2299",530,"2299","Lasioglossum","platyparium","female",0.9,1,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"531_558",531,"558","Lasioglossum","platyparium","female",0.9,1,0.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"532_8599",532,"8599","Lasioglossum","platyparium","female",1.25,1,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"533_8570",533,"8570","Lasioglossum","platyparium","female",1.2,1,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"534_8547",534,"8547","Lasioglossum","platyparium","female",1.3,1,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"535_8536",535,"8536","Lasioglossum","platyparium","female",1.25,1,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"536_8519",536,"8519","Lasioglossum","platyparium","female",1.2,1,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"537_1923",537,"1923","Lasioglossum","truncatum","female",1.55,1,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"538_414",538,"414","Megachile","brevis","female",2.65,1,2.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"539_1399",539,"1399","Megachile","brevis","female",2.5,1,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"54_803",54,"803","Andrena","miserabilis","female",2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"54_tongue2014_54",54,"tongue2014_54","Colletes","inaequalis","female",NULL,NULL,3.015,3.901,2.973,NULL,"",NULL,1.923,0.579028896,0.532,NULL,"J.Zientek","tongue2014","","/4 (x4 mag) /293.573 (to mm)","","",""
"540_1252",540,"1252","Megachile","brevis","female",2.75,1,2.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"541_4184",541,"4184","Megachile","brevis","female",2.8,1,2.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"542_14",542,"14","Megachile","brevis","female",2.5,1,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"543_201",543,"201","Megachile","brevis","female",2.5,1,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"544_1635",544,"1635","Megachile","brevis","female",2.6,1,2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"545_1681",545,"1681","Megachile","brevis","female",2.65,1,2.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"546_2102",546,"2102","Megachile","brevis","female",2.65,1,2.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"547_2345",547,"2345","Megachile","brevis","female",2.5,1,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"548_285",548,"285","Andrena","andrenoides","unknown",31,2,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"549_646",549,"646","Andrena","barbara","unknown",33,2,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"55_732",55,"732","Andrena","miserabilis","female",1.9,1,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"55_tongue2014_55",55,"tongue2014_55","Colletes","inaequalis","female",NULL,NULL,2.926,3.943,2.981,NULL,"",NULL,1.840334999,0.587711574,0.620494164,NULL,"J.Zientek","tongue2014","","","","",""
"550_648",550,"648","Andrena","barbara","unknown",38,2,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"551_164",551,"164","Andrena","barbara","unknown",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"552_665",552,"665","Andrena","barbara","unknown",39,2,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"553_653",553,"653","Andrena","barbara","unknown",34,2,1.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"554_645",554,"645","Andrena","barbara","unknown",36,2,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"555_242",555,"242","Andrena","barbara","unknown",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"556_146",556,"146","Andrena","barbara","unknown",38,2,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"557_145",557,"145","Andrena","barbara","unknown",34.5,2,1.725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"558_664",558,"664","Andrena","bisalicis","unknown",38,2,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"559_239",559,"239","Andrena","bisalicis","unknown",40.5,2,2.025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"56_967",56,"967","Andrena","barbara","female",2.5,1,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"56_tongue2014_56",56,"tongue2014_56","Andrena","imitatrix","female",NULL,NULL,1.877,2.741,2.147,NULL,"",NULL,1.002193662,0.299874307,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"560_330",560,"330","Andrena","bradleyi","female",42,2,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"561_266",561,"266","Andrena","bradleyi","female",38,2,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"562_414",562,"414","Andrena","bradleyi","female",41.5,2,2.075,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,"",NULL,NULL
"563_569",563,"569","Andrena","bradleyi","female",39,2,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"564_412",564,"412","Andrena","bradleyi","female",38,2,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"565_327",565,"327","Andrena","bradleyi","female",40.5,2,2.025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"566_591",566,"591","Andrena","bradleyi","female",41,2,2.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"567_509",567,"509","Andrena","bradleyi","female",44,2,2.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"568_625",568,"625","Andrena","bradleyi","female",42,2,2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"569_92",569,"92","Andrena","bradleyi","female",40,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"57_611",57,"611","Andrena","barbara","female",2.7,1,2.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"57_tongue2014_57",57,"tongue2014_57","Lasioglossum","floridanum","female",NULL,NULL,1.383,1.654,1.747,NULL,"",NULL,1.228871524,0.253836695,0.262285701,NULL,"J.Zientek","tongue2014","","","could see where the prementum ended on the glossa. Took the measurement from the tip of the glossa to this point.","",""
"570_22",570,"22","Andrena","bradleyi","male",31,2,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"571_300",571,"300","Andrena","bradleyi","male",36,2,1.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"572_131",572,"131","Andrena","bradleyi","male",30.5,2,1.525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"573_659",573,"659","Andrena","bradleyi","male",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"574_595",574,"595","Andrena","bradleyi","male",32,2,1.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"575_84",575,"84","Andrena","bradleyi","male",31,2,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"576_16",576,"16","Andrena","bradleyi","male",30,2,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"577_223",577,"223","Andrena","bradleyi","male",29.5,2,1.475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"578_121",578,"121","Andrena","bradleyi","male",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"579_68",579,"68","Andrena","bradleyi","male",30,2,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"58_1604",58,"1604","Andrena","carlini","female",3,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"58_tongue2014_58",58,"tongue2014_58","Andrena","bradleyi","male",NULL,NULL,1.403,2.08,2.232,NULL,"",NULL,1.488756346,0.291434839,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"580_649",580,"649","Andrena","carlini","unknown",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"581_650",581,"650","Andrena","carlini","unknown",36.5,2,1.825,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"582_540",582,"540","Andrena","cressonii","unknown",31,2,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"583_24",583,"24","Andrena","miserabilis","unknown",30.5,2,1.525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"584_452",584,"452","Andrena","miserabilis","unknown",31,2,1.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"585_198",585,"198","Andrena","miserabilis","unknown",26,2,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"586_606",586,"606","Andrena","nida","unknown",39,2,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"587_484",587,"484","Andrena","perplexa","unknown",55,2,2.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"588_385",588,"385","Andrena","vicina","unknown",51,2,2.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"589_196",589,"196","Andrena","vicina","unknown",55,2,2.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"59_918",59,"918","Andrena","carlini","female",3.1,1,3.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"59_tongue2014_59",59,"tongue2014_59","Apis","mellifera","female",NULL,NULL,2.93,3.719,3.394,NULL,"",NULL,1.655922036,3.870161766,NULL,NULL,"J.Zientek","tongue2014","","","glossa not straight. Added up the short length of straight glossa","",""
"590_178",590,"178","Andrena","vicina","unknown",43,2,2.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"591_407",591,"407","Andrena","vicina","unknown",51,2,2.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"592_184",592,"184","Andrena","vicina","unknown",52,2,2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"593_496",593,"496","Andrena","vicina","unknown",53,2,2.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"594_188",594,"188","Andrena","vicina","unknown",38,2,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"595_247",595,"247","Andrena","vicina","unknown",53,2,2.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"596_193",596,"193","Andrena","vicina","unknown",44,2,2.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"597_339",597,"339","Andrena","vicina","unknown",43.5,2,2.175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"598_661",598,"661","Andrena","fenningeri","unknown",38,2,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"599_240",599,"240","Andrena","fenningeri","unknown",39,2,1.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"6_3211",6,"3211","Agapostemon","splendens","female",2.29,1,2.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"60_921",60,"921","Andrena","carlini","female",3.1,1,3.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"60_tongue2014_60",60,"tongue2014_60","Lasioglossum","coerulum","female",NULL,NULL,1.34,1.827,1.911,NULL,"",NULL,1.050206422,0.253908227,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"600_210",600,"210","Andrena","fenningeri","unknown",41,2,2.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"601_368",601,"368","Andrena","fenningeri","unknown",37,2,1.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"602_663",602,"663","Andrena","fenningeri","unknown",38.5,2,1.925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"603_544",603,"544","Andrena","morrisonella","unknown",28,2,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"604_541",604,"541","Andrena","morrisonella","unknown",30,2,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"605_550",605,"550","Andrena","morrisonella","unknown",30.5,2,1.525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"606_514",606,"514","Augochlora","pura","unknown",30,2,1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"607_475",607,"475","Augochlora","pura","unknown",27,2,1.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"608_549",608,"549","Augochlora","pura","unknown",33,2,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"609_538",609,"538","Augochlora","pura","unknown",35,2,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"61_612",61,"612","Andrena","carlini","female",2.8,1,2.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"61_tongue2014_61",61,"tongue2014_61","Andrena","vicina","female",NULL,NULL,2.581,3.778,3.252,NULL,"",NULL,2.158819101,0.609957319,0.579375488,NULL,"J.Zientek","tongue2014","","","","",""
"610_548",610,"548","Augochlora","pura","unknown",34,2,1.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"611_433",611,"433","Bombus","bimaculatus","queen",75,1.5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"612_468",612,"468","Bombus","bimaculatus","female",56,1.5,3.733333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"613_611",613,"611","Bombus","bimaculatus","female",53,1.5,3.533333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"614_356",614,"356","Bombus","bimaculatus","queen",71,1.5,4.733333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"615_498",615,"498","Bombus","bimaculatus","queen",68,1.5,4.533333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"616_685",616,"685","Bombus","bimaculatus","queen",70,1.5,4.666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"617_686",617,"686","Bombus","bimaculatus","queen",76,1.5,5.066666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"618_687",618,"687","Bombus","bimaculatus","queen",74,1.5,4.933333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"619_529",619,"529","Bombus","bimaculatus","queen",73,1.5,4.866666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"62_965",62,"965","Andrena","carlini","female",3.3,1,3.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"62_tongue2014_62",62,"tongue2014_62","Andrena","bradleyi","female",NULL,NULL,1.918,2.38,2.544,NULL,"",NULL,1.736657208,0.543942222,NULL,NULL,"J.Zientek","tongue2014","","","\\glossa and prementum measurements not taken from \"\\\"\"whole\\\"\"\\\"\" picture\\\"\"\"\"\"","",""
"620_435",620,"435","Bombus","bimaculatus","female",57,1.5,3.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"621_546",621,"546","Bombus","bimaculatus","female",59,1.5,3.933333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"622_434",622,"434","Bombus","bimaculatus","queen",70,1.5,4.666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"623_226",623,"226","Bombus","bimaculatus","queen",75,1.5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"624_227",624,"227","Bombus","bimaculatus","queen",73,1.5,4.866666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"625_228",625,"228","Bombus","bimaculatus","queen",74,1.5,4.933333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"626_102",626,"102","Bombus","bimaculatus","queen",76,1.5,5.066666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"627_117",627,"117","Bombus","bimaculatus","queen",80,1.5,5.333333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"628_194",628,"194","Bombus","bimaculatus","queen",78,1.5,5.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"629_109",629,"109","Bombus","bimaculatus","queen",73,1.5,4.866666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"63_968",63,"968","Andrena","hilaris","male",2.05,1,2.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"W_lab",NULL,NULL,NULL,NULL,NULL,NULL
"63_tongue2014_63",63,"tongue2014_63","Andrena","vicina","female",NULL,NULL,2.583,3.66,3.215,NULL,"",NULL,2.165664077,0.658377984,NULL,NULL,"J.Zientek","tongue2014","","","","",""
"630_465",630,"465","Bombus","bimaculatus","queen",76,1.5,5.066666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"631_183",631,"183","Bombus","griseocollis","queen",86,1.5,5.733333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"632_157",632,"157","Bombus","griseocollis","queen",85,1.5,5.666666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"633_450",633,"450","Bombus","griseocollis","queen",84,1.5,5.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"634_431",634,"431","Bombus","griseocollis","queen",86,1.5,5.733333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"635_14",635,"14","Bombus","griseocollis","queen",83,1.5,5.533333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"636_614",636,"614","Bombus","griseocollis","queen",82,1.5,5.466666667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"637_610",637,"610","Bombus","griseocollis","queen",86,1.5,5.733333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
"638_609",638,"609","Bombus","griseocollis","queen",80,1.5,5.333333333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"SH","Blue2010",NULL,NULL,NULL,NULL,NULL
