uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,ssp,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code,plant_genus_2013,plant_species_2013,plant_genus,plant_species,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo,problem.,Problem,status,project
XCIG2015_5998,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5999,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5985,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5986,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5940,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5928,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,fervidus,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5929,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,fervidus,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5954,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5930,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,fervidus,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5955,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,fervidus,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_6017,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Augochlorella,aurata,NA,f,J. Gibbs,,11/11/15,bee,40,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5993,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5994,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5934,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5931,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5933,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5943,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5942,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,m,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5944,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5945,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5946,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5947,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6016,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Augochlorella,aurata,NA,f,J. Gibbs,,11/11/15,bee,40,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5949,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5952,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5989,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Lasioglossum,pilosum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5953,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5959,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,m,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6000,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6001,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6002,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5948,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6004,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5950,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6005,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6006,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6010,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5983,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6003,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5956,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5951,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5988,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Lasioglossum,bruneri,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5923,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5926,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5974,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6007,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5936,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Lasioglossum,versatum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5937,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Lasioglossum,trigeminum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5938,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Lasioglossum,trigeminum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5939,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Lasioglossum,trigeminum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5961,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Lasioglossum,imitatum,NA,f,J. Gibbs,,11/11/15,bee,79,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5975,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6008,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5992,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Lasioglossum,imitatum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5958,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6021,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Lasioglossum,leucocomum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5970,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5976,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5977,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5978,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5979,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5980,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5981,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5982,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,m,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5991,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Lasioglossum,trigeminum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_6009,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6020,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Lasioglossum,trigeminum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_6018,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Ceratina,mikmaqi,NA,f,J. Gibbs,,11/11/15,bee,28,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5925,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5960,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6022,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Lasioglossum,trigeminum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5971,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5972,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,m,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5924,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5990,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Lasioglossum,versatum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5957,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6019,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Lasioglossum,leucocomum,NA,f,J. Gibbs,,11/11/15,bee,51,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_6015,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Xylocopa,virginica,NA,f,J. Gibbs,,11/11/15,bee,83,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5973,2015_DRT,2015,2,2015-07-16,DR,AM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5920,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6011,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Halictus,parallelus,NA,m,J. Gibbs,,11/11/15,bee,75,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5921,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6013,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Xylocopa,virginica,NA,f,J. Gibbs,,11/11/15,bee,83,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6014,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Xylocopa,virginica,NA,f,J. Gibbs,,11/11/15,bee,83,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_6012,2015_DRT,2015,2,2015-07-16,DR,PM,2,T,NA,Halictus,confusus,NA,f,J. Gibbs,,11/11/15,bee,75,MOFI,NA,NA,Monarda,fistulosa,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5935,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Xylocopa,virginica,NA,f,J. Gibbs,,11/11/15,bee,83,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5922,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5918,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,griseocollis,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5919,2015_DRT,2015,2,2015-07-16,DR,PM,1,T,NA,Bombus,impatiens,NA,f,J. Gibbs,,11/11/15,bee,22,MOFI,NA,NA,Monarda,fistulosa,NA,ES,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,ANSP 2015,NJ_CIG
XCIG2015_5963,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Lasioglossum,pilosum,NA,f,J. Gibbs,,11/11/15,bee,51,RUHI2,NA,NA,Rudbeckia,hirta,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
XCIG2015_5964,2015_DRT,2015,2,2015-07-16,DR,AM,2,T,NA,Lasioglossum,leucocomum,NA,f,J. Gibbs,,11/11/15,bee,51,RUHI2,NA,NA,Rudbeckia,hirta,NA,JZ,40.29845,-74.56289,NA,NA,NA,NA,NA,NA,KEPT,NJ_CIG
