"","genus_species","gs","X","uniqueID","sc","year","round","fdate","site","AM_PM","transect","treatment","L_R","genus","species","ssp","sex","detby","Taxonomy_notes","det_date","basicID","non_bee_desc1","plant_code.x","plant_genus_2013","plant_species_2013","plant_genus.x","plant_species.x","planted","coll","lat","lon","spec_notes","plant_check1","plant_check2","error_redo","problem.","Problem","status","project","meanIT","meantongue","plant_code.y","depth","width","plant_genus.y","plant_species.y"
"335","Monarda_fistulosa","Bombus_griseocollis",577,"NAT.CIG2012_0583","2012_ABT",2012,2,"7/9/12","AB","PM",2,"T","L","Bombus","griseocollis","","f","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"336","Monarda_fistulosa","Bombus_impatiens",8841,"NCIG2013_3831","2013_FHT",2013,3,"7/26/13","FH","AM",1,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"337","Monarda_fistulosa","Ceratina_calcarata",5994,"XCIG2015_5600","2015_FHC",2015,2,"7/10/15","FH","AM",2,"C",NA,"Ceratina","calcarata",NA,"f","J. Gibbs","","11/11/15","bee",28,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.69439,-74.75404,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.261979592,2.663114517,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"338","Monarda_fistulosa","Bombus_griseocollis",5928,"XCIG2015_5708","2015_FHT",2015,2,"7/10/15","FH","AM",1,"T",NA,"Bombus","griseocollis",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.69558,-74.75584,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"339","Monarda_fistulosa","Bombus_impatiens",3501,"XCIG2014_1888","2014_SHT",2014,2,"7/11/14","SH","AM",1,"T","NULL","Bombus","impatiens",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.330081,-75.251231,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"340","Monarda_fistulosa","Bombus_griseocollis",4108,"XCIG2014_2612","2014_DRT",2014,3,"7/25/14","DR","PM",1,"T","NULL","Bombus","griseocollis",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"KH",40.298445,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"341","Monarda_fistulosa","Bombus_impatiens",4191,"XCIG2014_2696","2014_DRT",2014,3,"7/25/14","DR","AM",2,"T","NULL","Bombus","impatiens",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"JZ",40.298445,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"342","Monarda_fistulosa","Bombus_impatiens",8279,"NCIG2013_4039","2013_RandLT",2013,2,"7/16/13","RL","PM",2,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","SM",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"343","Monarda_fistulosa","Bombus_bimaculatus",7761,"NCIG2013_3783","2013_FHT",2013,2,"7/8/13","FH","PM",1,"T","R","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"344","Monarda_fistulosa","Bombus_impatiens",9093,"NCIG2013_6690","2013_MUT",2013,3,"8/16/13","MU","PM",2,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",40.610223,-74.908613,"",3,NA,"2ndp","",NA,"CHECK","Davis_NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"345","Monarda_fistulosa","Bombus_bimaculatus",7760,"NCIG2013_3782","2013_FHT",2013,2,"7/8/13","FH","PM",1,"T","R","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"346","Monarda_fistulosa","Augochlorella_persimilis",5942,"XCIG2015_5620","2015_FHT",2015,2,"7/10/15","FH","AM",2,"T",NA,"Augochlorella","persimilis",NA,"f","J. Gibbs","","11/11/15","bee",40,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.69558,-74.75584,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.27,1.735923804,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"347","Monarda_fistulosa","Bombus_griseocollis",9574,"NCIG2013_5037","2013_RandLT",2013,3,"8/5/13","RL","PM",3,"T","R","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"348","Monarda_fistulosa","Xylocopa_virginica",6092,"XCIG2015_5892","2015_URWAT",2015,2,"7/12/15","URWA","PM",1,"T",NA,"Xylocopa","virginica",NA,"f","J. Gibbs","","11/11/15","bee",83,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.70389,-74.70079,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",6.082,12.05213985,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"349","Monarda_fistulosa","Bombus_bimaculatus",3376,"XCIG2014_1754","2014_SHT",2014,2,"7/11/14","SH","AM",1,"T","NULL","Bombus","bimaculatus",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.330081,-75.251231,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"350","Monarda_fistulosa","Bombus_impatiens",8855,"NCIG2013_4846","2013_FHT",2013,3,"7/26/13","FH","AM",3,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"351","Monarda_fistulosa","Bombus_griseocollis",220,"NAT.CIG2012_0225","2012_ABT",2012,2,"7/9/12","AB","AM",2,"T","R","Bombus","griseocollis","","m","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"352","Monarda_fistulosa","Bombus_griseocollis",7762,"NCIG2013_3784","2013_FHT",2013,2,"7/8/13","FH","PM",1,"T","R","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"353","Monarda_fistulosa","Ceratina_calcarata",8818,"NCIG2013_3926","2013_FHC",2013,3,"7/26/13","FH","PM",1,"C","R","Ceratina","calcarata",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","MR",40.694391,-74.754039,"",3,NA,"","",NA,"KEPT","Davis_NJ_CIG",1.261979592,2.663114517,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"354","Monarda_fistulosa","Ceratina_calcarata",3788,"XCIG2014_2250","2014_FHC",2014,2,"7/18/14","FH","PM",1,"C","NULL","Ceratina","calcarata",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"KH",40.694391,-74.754039,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.261979592,2.663114517,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"355","Monarda_fistulosa","Bombus_griseocollis",1691,"NAT.CIG2012_0337","2012_ABT",2012,2,"7/9/12","AB","PM",2,"T","R","Bombus","griseocollis","","f","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"356","Monarda_fistulosa","Bombus_griseocollis",229,"NAT.CIG2012_0234","2012_ABT",2012,2,"7/9/12","AB","PM",1,"T","R","Bombus","griseocollis","","m","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","BGJ",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"357","Monarda_fistulosa","Bombus_impatiens",10200,"XCIG2013_4459","2013_ROT",2013,3,"7/26/13","RO","AM",1,"T","","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",40.884492,-75.012517,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"358","Monarda_fistulosa","Bombus_griseocollis",1574,"NAT.CIG2012_0220","2012_ABT",2012,2,"7/9/12","AB","AM",2,"T","L","Bombus","griseocollis","","m","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","DPC",39.780504,-74.767308,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"359","Monarda_fistulosa","Bombus_griseocollis",3875,"XCIG2014_2352","2014_FHC",2014,2,"7/18/14","FH","AM",2,"C","NULL","Bombus","griseocollis",NA,"m","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",40.694391,-74.754039,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"360","Monarda_fistulosa","Bombus_bimaculatus",11563,"XCIG2013_2429","2013_ABT",2013,2,"6/27/13","AB","PM",2,"T","","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",39.780504,-74.767308,"",3,NA,"",NA,NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"361","Monarda_fistulosa","Bombus_impatiens",10203,"XCIG2013_4462","2013_ROT",2013,3,"7/26/13","RO","AM",1,"T","","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",40.884492,-75.012517,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"362","Monarda_fistulosa","Bombus_perplexus",4269,"XCIG2014_2779","2014_ROT",2014,3,"7/24/14","RO","AM",2,"T","NULL","Bombus","perplexus",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"KH",40.884492,-75.012517,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",4.127037736,8.306011073,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"363","Monarda_fistulosa","Bombus_impatiens",9472,"NCIG2013_6215","2013_RandLT",2013,3,"8/5/13","RL","AM",4,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"364","Monarda_fistulosa","Bombus_bimaculatus",3492,"XCIG2014_1879","2014_SHT",2014,2,"7/11/14","SH","AM",1,"T","NULL","Bombus","bimaculatus",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.330081,-75.251231,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"365","Monarda_fistulosa","Bombus_impatiens",4175,"XCIG2014_2680","2014_DRT",2014,3,"7/25/14","DR","AM",1,"T","NULL","Bombus","impatiens",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"KH",40.298445,-74.56289,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"366","Monarda_fistulosa","Bombus_impatiens",11578,"XCIG2013_2445","2013_ABT",2013,2,"6/27/13","AB","AM",2,"T","","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",39.780504,-74.767308,"",3,NA,"",NA,NA,"CHECK","Davis_NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"367","Monarda_fistulosa","Bombus_auricomus",3403,"XCIG2014_1781","2014_SHT",2014,2,"7/11/14","SH","AM",1,"T","NULL","Bombus","auricomus",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.330081,-75.251231,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",5.302083333,10.56448403,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"368","Monarda_fistulosa","Bombus_impatiens",8874,"NCIG2013_5017","2013_FHT",2013,3,"7/26/13","FH","AM",4,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","SM",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"369","Monarda_fistulosa","Bombus_impatiens",6442,"XCIG2015_6393","2015_FHC",2015,3,"7/28/15","FH","AM",2,"C",NA,"Bombus","impatiens",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"JZ",40.69439,-74.75404,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"370","Monarda_fistulosa","Bombus_impatiens",9094,"NCIG2013_5142","2013_MUT",2013,3,"8/16/13","MU","PM",3,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","AC",40.610223,-74.908613,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"371","Monarda_fistulosa","Bombus_griseocollis",10213,"XCIG2013_4473","2013_ROT",2013,3,"7/26/13","RO","AM",2,"T","","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",40.884492,-75.012517,"",3,NA,"2ndp",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"372","Monarda_fistulosa","Bombus_griseocollis",8269,"NCIG2013_4054","2013_RandLT",2013,2,"7/16/13","RL","PM",1,"T","R","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"373","Monarda_fistulosa","Bombus_griseocollis",8635,"NCIG2013_7196","2013_DandRT",2013,3,"7/24/13","DR","AM",4,"T","R","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",40.298445,-74.56289,"",3,NA,"2ndp","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"374","Monarda_fistulosa","Bombus_impatiens",10211,"XCIG2013_4471","2013_ROT",2013,3,"7/26/13","RO","AM",2,"T","","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",40.884492,-75.012517,"",3,NA,"2ndp",NA,NA,"CHECK","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"375","Monarda_fistulosa","Bombus_impatiens",9364,"NCIG2013_6229","2013_RandLT",2013,3,"8/5/13","RL","AM",2,"T","L","Bombus","impatiens",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","AC",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"376","Monarda_fistulosa","Bombus_bimaculatus",3854,"XCIG2014_2326","2014_FHC",2014,2,"7/18/14","FH","AM",1,"C","NULL","Bombus","bimaculatus",NA,"m","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"KH",40.694391,-74.754039,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"377","Monarda_fistulosa","Bombus_impatiens",6730,"XCIG2015_6482","2015_ROT",2015,3,"7/29/15","RO","AM",1,"T",NA,"Bombus","impatiens",NA,"f","J. Gibbs","","11/11/15","bee",22,"MOFI",NA,NA,"Monarda","fistulosa",NA,"JZ",40.88449,-75.01252,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"378","Monarda_fistulosa","Bombus_griseocollis",8602,"NCIG2013_4592","2013_DandRT",2013,3,"7/24/13","DR","AM",3,"T","L","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",40.298445,-74.56289,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"379","Monarda_fistulosa","Bombus_impatiens",9491,"NCIG2013_6287","2013_RandLT",2013,3,"8/5/13","RL","AM",4,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"380","Monarda_fistulosa","Bombus_griseocollis",7633,"NCIG2013_3108","2013_FHC",2013,2,"7/8/13","FH","AM",3,"C","R","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","no","GP",40.694391,-74.754039,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"381","Monarda_fistulosa","Bombus_impatiens",3055,"XCIG2014_1413","2014_ABT",2014,2,"7/5/14","AB","PM",2,"T","NULL","Bombus","impatiens",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.780504,-74.767308,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"382","Monarda_fistulosa","Bombus_bimaculatus",7795,"NCIG2013_3676","2013_FHT",2013,2,"7/8/13","FH","PM",2,"T","L","Bombus","bimaculatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",40.695583,-74.755843,"",3,NA,"","",NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"383","Monarda_fistulosa","Ceratina_calcarata",6008,"XCIG2015_5602","2015_FHC",2015,2,"7/10/15","FH","AM",2,"C",NA,"Ceratina","calcarata",NA,"m","J. Gibbs","","11/11/15","bee",28,"MOFI",NA,NA,"Monarda","fistulosa",NA,"ES",40.69439,-74.75404,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.261979592,2.663114517,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"384","Monarda_fistulosa","Bombus_bimaculatus",10343,"XCIG2013_5878","2013_MAT",2013,2,"7/5/13","MA","PM",2,"T","","Bombus","bimaculatus",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.263113,-74.719499,"",3,NA,"",NA,NA,"CHECK","Davis_NJ_CIG",4.348418605,8.733286243,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"385","Monarda_fistulosa","Bombus_griseocollis",3058,"XCIG2014_1416","2014_ABT",2014,2,"7/5/14","AB","PM",2,"T","NULL","Bombus","griseocollis",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.780504,-74.767308,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"386","Monarda_fistulosa","Bombus_griseocollis",3620,"XCIG2014_2017","2014_BWT",2014,2,"7/12/14","BW","AM",2,"T","NULL","Bombus","griseocollis",NA,"f","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.536073,-74.932563,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"387","Monarda_fistulosa","Bombus_vagans",2021,"NAT.CIG2012_0668","2012_ABT",2012,2,"7/9/12","AB","AM",1,"T","R","Bombus","vagans","","f","J.Ascher","","11/11/12","bee",NA,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","BGJ",39.780504,-74.767308,"",NA,"","","",NA,"KEPT","Davis_CIG",3.254064103,6.611631853,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"388","Monarda_fistulosa","Bombus_griseocollis",8229,"NCIG2013_4092","2013_RandLT",2013,2,"7/16/13","RL","AM",4,"T","R","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","JZ",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"389","Monarda_fistulosa","Bombus_griseocollis",3423,"XCIG2014_1802","2014_SHT",2014,2,"7/11/14","SH","PM",1,"T","NULL","Bombus","griseocollis",NA,"m","Gibbs","","12/1/14","bee",NA,"MOFI",NA,NA,"Monarda","fistulosa",NA,"MR",39.330081,-75.251231,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"390","Monarda_fistulosa","Bombus_griseocollis",8165,"NCIG2013_4002","2013_RandLT",2013,2,"7/16/13","RL","AM",1,"T","R","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","GP",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
"391","Monarda_fistulosa","Bombus_impatiens",9623,"NCIG2013_5093","2013_RandLT",2013,3,"8/5/13","RL","PM",3,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"MOFI","Monarda","fistulosa","Monarda","fistulosa","yes","MR",39.856018,-77.373964,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"MOFI",15.93033333,2.955392128,"Monarda","fistulosa"
