"","genus_species","gs","X","uniqueID","sc","year","round","fdate","site","AM_PM","transect","treatment","L_R","genus","species","ssp","sex","detby","Taxonomy_notes","det_date","basicID","non_bee_desc1","plant_code.x","plant_genus_2013","plant_species_2013","plant_genus.x","plant_species.x","planted","coll","lat","lon","spec_notes","plant_check1","plant_check2","error_redo","problem.","Problem","status","project","meanIT","meantongue","plant_code.y","depth","width","plant_genus.y","plant_species.y"
"5235","Gaillardia_pulchella","Xylocopa_virginica",1340,"NAT.CIG2012_1371","2012_BWT",2012,4,"8/23/12","BW","PM",4,"T","R","Xylocopa","virginica","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",NA,"CHECK","Davis_CIG",6.082,12.05213985,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5236","Gaillardia_pulchella","Halictus_ligatus_poeyi",901,"NAT.CIG2012_0920","2012_BWT",2012,4,"8/23/12","BW","PM",3,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","BGJ",39.536073,-74.932563,"",NA,"","","",NA,"KEPT","Davis_CIG",1.700098312,2.296858078,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5237","Gaillardia_pulchella","Lasioglossum_pilosum",1126,"NAT.CIG2012_1145","2012_BWT",2012,4,"8/23/12","BW","AM",2,"T","R","Lasioglossum","pilosum","","f","J.Gibbs","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","DPC",39.536073,-74.932563,"",NA,"","","",NA,"KEPT","Davis_CIG",1.222478261,1.673518762,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5238","Gaillardia_pulchella","Lasioglossum_pilosum",10806,"XCIG2013_4695","2013_BVT",2013,3,"7/30/13","BW","PM",1,"T","","Lasioglossum","pilosum",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","GP",39.536073,-74.932563,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.222478261,1.673518762,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5239","Gaillardia_pulchella","Lasioglossum_pilosum",2965,"XCIG2014_1269","2014_BWT",2014,1,"6/18/14","BW","AM",1,"T","NULL","Lasioglossum","pilosum",NA,"f","Gibbs","","12/1/14","bee",NA,"GAPU",NA,NA,"Gaillardia","pulchella",NA,"JZ",39.536073,-74.932563,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.222478261,1.673518762,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5240","Gaillardia_pulchella","Bombus_impatiens",10706,"XCIG2013_2681","2013_BVT",2013,2,"7/5/13","BW","PM",2,"T","","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","MR",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5241","Gaillardia_pulchella","Megachile_mendica",1232,"NAT.CIG2012_1251","2012_BWT",2012,4,"8/23/12","BW","AM",2,"T","R","Megachile","mendica","","m","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","DPC",39.536073,-74.932563,"",NA,"","","",NA,"KEPT","Davis_CIG",2.838424242,5.090914714,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5242","Gaillardia_pulchella","Bombus_griseocollis",10798,"XCIG2013_4687","2013_BVT",2013,3,"7/30/13","BW","PM",1,"T","","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","GP",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5243","Gaillardia_pulchella","Bombus_griseocollis",10702,"XCIG2013_2677","2013_BVT",2013,2,"7/5/13","BW","PM",2,"T","","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","MR",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5244","Gaillardia_pulchella","Bombus_impatiens",1805,"NAT.CIG2012_0452","2012_BWT",2012,3,"8/7/12","BW","AM",4,"T","R","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","GKN",39.536073,-74.932563,"",1,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5245","Gaillardia_pulchella","Halictus_ligatus",10751,"XCIG2013_2733","2013_BVT",2013,2,"7/5/13","BW","PM",3,"T","","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JZ",39.536073,-74.932563,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5246","Gaillardia_pulchella","Halictus_ligatus_poeyi",1028,"NAT.CIG2012_1047","2012_BWT",2012,4,"8/23/12","BW","PM",4,"T","L","Halictus","ligatus_poeyi","","m","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",NA,"KEPT","Davis_CIG",1.700098312,2.296858078,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5247","Gaillardia_pulchella","Xylocopa_virginica",2697,"NAT.CIG2012_1369","2012_BWT",2012,1,"6/15/12","BW","PM",4,"T","R","Xylocopa","virginica","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",1,"","","",NA,"CHECK","Davis_CIG",6.082,12.05213985,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5248","Gaillardia_pulchella","Bombus_impatiens",7990,"NCIG2013_2802","2013_MUT",2013,2,"7/9/13","MU","AM",4,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JZ",40.610223,-74.908613,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5249","Gaillardia_pulchella","Bombus_griseocollis",10733,"XCIG2013_2712","2013_BVT",2013,2,"7/5/13","BW","AM",2,"T","","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","MR",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5250","Gaillardia_pulchella","Bombus_griseocollis",10696,"XCIG2013_2671","2013_BVT",2013,2,"7/5/13","BW","PM",2,"T","","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","MR",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5251","Gaillardia_pulchella","Bombus_griseocollis",10732,"XCIG2013_2711","2013_BVT",2013,2,"7/5/13","BW","AM",2,"T","","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","MR",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5252","Gaillardia_pulchella","Agapostemon_virescens",1364,"NAT.CIG2012_0005","2012_BWT",2012,3,"8/7/12","BW","PM",2,"T","R","Agapostemon","virescens","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","BGJ",39.536073,-74.932563,"",1,"","","",NA,"KEPT","Davis_CIG",2.085285714,2.794332176,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5253","Gaillardia_pulchella","Bombus_bimaculatus",1443,"NAT.CIG2012_0089","2012_BWT",2012,1,"6/15/12","BW","PM",4,"T","L","Bombus","bimaculatus","","m","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",1,"","","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5254","Gaillardia_pulchella","Bombus_impatiens",451,"NAT.CIG2012_0457","2012_BWT",2012,4,"8/23/12","BW","PM",4,"T","R","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5255","Gaillardia_pulchella","Bombus_griseocollis",10675,"XCIG2013_2648","2013_BVT",2013,2,"7/5/13","BW","PM",2,"T","","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","MR",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5256","Gaillardia_pulchella","Bombus_griseocollis",10643,"NCIG2013_2338","2013_BVT",2013,1,"6/12/13","BW","PM",4,"T","L","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","GP",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5257","Gaillardia_pulchella","Lasioglossum_pilosum",10805,"XCIG2013_4694","2013_BVT",2013,3,"7/30/13","BW","PM",1,"T","","Lasioglossum","pilosum",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","GP",39.536073,-74.932563,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.222478261,1.673518762,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5258","Gaillardia_pulchella","Bombus_griseocollis",2951,"XCIG2014_1254","2014_BWT",2014,1,"6/18/14","BW","PM",1,"T","NULL","Bombus","griseocollis",NA,"f","Gibbs","","12/1/14","bee",NA,"GAPU",NA,NA,"Gaillardia","pulchella",NA,"JZ",39.536073,-74.932563,NA,NA,NA,NA,NA,NA,"ANSP 2015","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5259","Gaillardia_pulchella","Bombus_griseocollis",10578,"NCIG2013_2273","2013_BVT",2013,1,"6/12/13","BW","AM",4,"T","L","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","GP",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5260","Gaillardia_pulchella","Bombus_impatiens",9027,"NCIG2013_5232","2013_MUT",2013,3,"8/16/13","MU","PM",3,"T","R","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","AC",40.610223,-74.908613,"",3,NA,"","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5261","Gaillardia_pulchella","Lasioglossum_pilosum",10802,"XCIG2013_4691","2013_BVT",2013,3,"7/30/13","BW","PM",1,"T","","Lasioglossum","pilosum",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","GP",39.536073,-74.932563,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.222478261,1.673518762,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5262","Gaillardia_pulchella","Bombus_bimaculatus",10865,"XCIG2013_4882","2013_BVT",2013,2,"7/3/13","BW","PM",3,"T","","Bombus","bimaculatus",NA,"m","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JZ",39.536073,-74.932563,"det_M._Roswell_was_in_with_B._griseocollis",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.348418605,8.733286243,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5263","Gaillardia_pulchella","Xylocopa_virginica",1339,"NAT.CIG2012_1370","2012_BWT",2012,3,"8/7/12","BW","PM",2,"T","R","Xylocopa","virginica","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","BGJ",39.536073,-74.932563,"",1,"","","",NA,"CHECK","Davis_CIG",6.082,12.05213985,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5264","Gaillardia_pulchella","Lasioglossum_pilosum",2539,"NAT.CIG2012_1199","2012_BWT",2012,3,"8/7/12","BW","AM",3,"T","R","Lasioglossum","pilosum","","f","J.Gibbs","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",1,"","","",NA,"KEPT","Davis_CIG",1.222478261,1.673518762,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5265","Gaillardia_pulchella","Ceratina_strenua",7996,"NCIG2013_2899","2013_MUT",2013,2,"7/9/13","MU","PM",4,"T","L","Ceratina","strenua",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JZ",40.610223,-74.908613,"",3,NA,"","",NA,"KEPT","Davis_CIG",0.98225,2.093691835,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5266","Gaillardia_pulchella","Bombus_griseocollis",579,"NAT.CIG2012_0585","2012_BWT",2012,1,"6/15/12","BW","AM",2,"T","R","Bombus","griseocollis","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","BGJ",39.536073,-74.932563,"",1,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5267","Gaillardia_pulchella","Halictus_ligatus_poeyi",2242,"NAT.CIG2012_0902","2012_BWT",2012,3,"8/7/12","BW","PM",2,"T","L","Halictus","ligatus_poeyi","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","BGJ",39.536073,-74.932563,"",1,"","","",NA,"KEPT","Davis_CIG",1.700098312,2.296858078,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5268","Gaillardia_pulchella","Bombus_impatiens",1831,"NAT.CIG2012_0478","2012_BWT",2012,4,"8/23/12","BW","AM",4,"T","L","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5269","Gaillardia_pulchella","Bombus_impatiens",450,"NAT.CIG2012_0456","2012_BWT",2012,4,"8/23/12","BW","PM",4,"T","R","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5270","Gaillardia_pulchella","Bombus_impatiens",1830,"NAT.CIG2012_0477","2012_BWT",2012,4,"8/23/12","BW","PM",1,"T","L","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5271","Gaillardia_pulchella","Lasioglossum_pilosum",10817,"XCIG2013_4707","2013_BVT",2013,3,"7/30/13","BW","AM",2,"T","","Lasioglossum","pilosum",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","SM",39.536073,-74.932563,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.222478261,1.673518762,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5272","Gaillardia_pulchella","Bombus_griseocollis",10671,"XCIG2013_2644","2013_BVT",2013,2,"7/5/13","BW","PM",2,"T","","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","MR",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5273","Gaillardia_pulchella","Bombus_impatiens",1837,"NAT.CIG2012_0484","2012_BWT",2012,4,"8/23/12","BW","AM",2,"T","L","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","DPC",39.536073,-74.932563,"",NA,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5274","Gaillardia_pulchella","Halictus_ligatus",10839,"XCIG2013_4732","2013_BVT",2013,3,"7/30/13","BW","AM",1,"T","","Halictus","ligatus",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","GP",39.536073,-74.932563,"",3,NA,"",NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5275","Gaillardia_pulchella","Bombus_impatiens",1823,"NAT.CIG2012_0470","2012_BWT",2012,4,"8/23/12","BW","PM",2,"T","R","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","DPC",39.536073,-74.932563,"",NA,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5276","Gaillardia_pulchella","Agapostemon_virescens",1381,"NAT.CIG2012_0022","2012_BWT",2012,4,"8/23/12","BW","AM",3,"T","L","Agapostemon","virescens","","m","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","BGJ",39.536073,-74.932563,"",NA,"","","",NA,"KEPT","Davis_CIG",2.085285714,2.794332176,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5277","Gaillardia_pulchella","Halictus_ligatus_poeyi",881,"NAT.CIG2012_0900","2012_BWT",2012,3,"8/7/12","BW","PM",4,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","GKN",39.536073,-74.932563,"",1,"","","",NA,"KEPT","Davis_CIG",1.700098312,2.296858078,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5278","Gaillardia_pulchella","Megachile_pugnata",2605,"NAT.CIG2012_1265","2012_BWT",2012,1,"6/15/12","BW","PM",3,"T","L","Megachile","pugnata","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","DPC",39.536073,-74.932563,"",1,"","","",NA,"KEPT","Davis_CIG",3.1970625,5.70693187,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5279","Gaillardia_pulchella","Bombus_griseocollis",1620,"NAT.CIG2012_0266","2012_BWT",2012,2,"7/2/12","BW","PM",4,"T","R","Bombus","griseocollis","","m","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5280","Gaillardia_pulchella","Halictus_ligatus",3688,"XCIG2014_2086","2014_BWT",2014,2,"7/12/14","BW","PM",2,"T","NULL","Halictus","ligatus",NA,"f","Gibbs","","12/1/14","bee",NA,"GAPU",NA,NA,"Gaillardia","pulchella",NA,"MR",39.536073,-74.932563,NA,NA,NA,NA,NA,NA,"KEPT","NJ_CIG",1.82,2.452153309,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5281","Gaillardia_pulchella","Bombus_impatiens",10582,"NCIG2013_2277","2013_BVT",2013,1,"6/12/13","BW","AM",4,"T","L","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","GP",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5282","Gaillardia_pulchella","Lasioglossum_pilosum",2480,"NAT.CIG2012_1140","2012_BWT",2012,2,"7/2/12","BW","AM",3,"T","L","Lasioglossum","pilosum","","f","J.Gibbs","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","BGJ",39.536073,-74.932563,"",NA,"","","",NA,"KEPT","Davis_CIG",1.222478261,1.673518762,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5283","Gaillardia_pulchella","Bombus_impatiens",470,"NAT.CIG2012_0476","2012_BWT",2012,4,"8/23/12","BW","PM",1,"T","L","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5284","Gaillardia_pulchella","Xylocopa_virginica",10552,"NCIG2013_2244","2013_BVT",2013,1,"6/12/13","BW","PM",3,"T","R","Xylocopa","virginica",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JZ",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",6.082,12.05213985,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5285","Gaillardia_pulchella","Bombus_griseocollis",10867,"XCIG2013_4884","2013_BVT",2013,2,"7/3/13","BW","PM",3,"T","","Bombus","griseocollis",NA,"m","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JZ",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5286","Gaillardia_pulchella","Lasioglossum_pilosum",2486,"NAT.CIG2012_1146","2012_BWT",2012,4,"8/23/12","BW","AM",4,"T","R","Lasioglossum","pilosum","","f","J.Gibbs","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",NA,"KEPT","Davis_CIG",1.222478261,1.673518762,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5287","Gaillardia_pulchella","Halictus_ligatus_poeyi",900,"NAT.CIG2012_0919","2012_BWT",2012,4,"8/23/12","BW","AM",2,"T","R","Halictus","ligatus_poeyi","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","DPC",39.536073,-74.932563,"",NA,"","","",NA,"KEPT","Davis_CIG",1.700098312,2.296858078,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5288","Gaillardia_pulchella","Xylocopa_virginica",10655,"NCIG2013_2352","2013_BVT",2013,1,"6/12/13","BW","PM",1,"T","L","Xylocopa","virginica",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","SM",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",6.082,12.05213985,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5289","Gaillardia_pulchella","Bombus_impatiens",1804,"NAT.CIG2012_0451","2012_BWT",2012,3,"8/7/12","BW","AM",1,"T","L","Bombus","impatiens","","f","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",1,"","","",NA,"CHECK","Davis_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5290","Gaillardia_pulchella","Bombus_bimaculatus",1444,"NAT.CIG2012_0090","2012_BWT",2012,2,"7/2/12","BW","AM",2,"T","R","Bombus","bimaculatus","","m","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","GKN",39.536073,-74.932563,"",1,"","","",NA,"CHECK","Davis_CIG",4.348418605,8.733286243,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5291","Gaillardia_pulchella","Bombus_impatiens",10861,"XCIG2013_4878","2013_BVT",2013,2,"7/3/13","BW","AM",3,"T","","Bombus","impatiens",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JZ",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.930735632,9.853144515,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5292","Gaillardia_pulchella","Bombus_griseocollis",10656,"NCIG2013_2353","2013_BVT",2013,1,"6/12/13","BW","PM",1,"T","L","Bombus","griseocollis",NA,"f","J_Gibbs","","11/11/13","bee",1,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","SM",39.536073,-74.932563,"",3,NA,"",NA,NA,"CHECK","NJ_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
"5293","Gaillardia_pulchella","Bombus_griseocollis",259,"NAT.CIG2012_0264","2012_BWT",2012,2,"7/2/12","BW","AM",4,"T","L","Bombus","griseocollis","","m","J.Ascher","","11/11/12","bee",NA,"GAPU","Gaillardia","pulchella","Gaillardia","pulchella","yes","JWB",39.536073,-74.932563,"",NA,"","","",NA,"CHECK","Davis_CIG",4.992607843,9.971809194,"GAPU_d",6.023487628,1.683040464,"Gaillardia ","pulchella"
