uniqueID,sc,year,round,fdate,site,AM_PM,transect,treatment,L_R,genus,species,gs,ssp,sex,detby,Taxonomy_notes,det_date,basicID,non_bee_desc1,plant_code,plant_genus_2013,plant_species_2013,plant_genus,plant_species,genus_species,planted,coll,lat,lon,spec_notes,plant_check1,plant_check2,error_redo,problem?
NCIG2013_5100,2013_RandLT,2013,3,8/5/13,RL,PM,3,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,MR,39.856018,-77.373964,,NULL,,,
NCIG2013_5101,2013_RandLT,2013,3,8/5/13,RL,PM,3,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,MR,39.856018,-77.373964,,NULL,,,
NCIG2013_5102,2013_RandLT,2013,3,8/5/13,RL,PM,3,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,MR,39.856018,-77.373964,,NULL,,,
NCIG2013_5103,2013_RandLT,2013,3,8/5/13,RL,PM,3,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,MR,39.856018,-77.373964,,NULL,,,
NCIG2013_5104,2013_RandLT,2013,3,8/5/13,RL,PM,3,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,MR,39.856018,-77.373964,,NULL,,,
NCIG2013_6385,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,bimaculatus,Bombus_bimaculatus,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6333,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6334,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6335,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6336,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6337,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6338,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6339,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6340,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6341,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6342,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6343,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Xylocopa,virginica,Xylocopa_virginica,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6344,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6345,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6346,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6347,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,R,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6348,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6349,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6350,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6351,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6352,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,griseocollis,Bombus_griseocollis,,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6353,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6354,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6355,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6356,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,m,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6357,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6358,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6376,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6377,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6378,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6380,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6381,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6382,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6383,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6384,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6386,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_6387,2013_RandLT,2013,3,8/5/13,RL,PM,4,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,MOFI,Monarda,fistulosa,Monarda,fistulosa,Monarda_fistulosa,yes,GP,39.856018,-77.373964,,NULL,,,
NCIG2013_5128,2013_RandLC,2013,3,8/5/13,RL,AM,1,C,R,Augochlorella,aurata,Augochlorella_aurata,,f,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,JZ,39.854874,-77.374393,,NULL,,,
NCIG2013_6293,2013_RandLC,2013,3,8/5/13,RL,AM,1,C,L,Lasioglossum,tegulare,Lasioglossum_tegulare,,f,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,JZ,39.854874,-77.374393,,NULL,,,
NCIG2013_5126,2013_RandLC,2013,3,8/5/13,RL,AM,3,C,R,Augochlorella,aurata,Augochlorella_aurata,,f,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,MR,39.854874,-77.374393,,NULL,,,
NCIG2013_5127,2013_RandLC,2013,3,8/5/13,RL,AM,3,C,R,Lasioglossum,tegulare,Lasioglossum_tegulare,,f,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,MR,39.854874,-77.374393,,NULL,,,
NCIG2013_6295,2013_RandLC,2013,3,8/5/13,RL,AM,3,C,L,Megachile,mendica,Megachile_mendica,,m,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,MR,39.854874,-77.374393,,NULL,,,
NCIG2013_6296,2013_RandLC,2013,3,8/5/13,RL,AM,3,C,L,Megachile,mendica,Megachile_mendica,,m,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,MR,39.854874,-77.374393,,NULL,,,
NCIG2013_5108,2013_RandLC,2013,3,8/5/13,RL,PM,1,C,L,Augochlorella,aurata,Augochlorella_aurata,,f,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,JZ,39.854874,-77.374393,,NULL,,,
NCIG2013_5136,2013_RandLC,2013,3,8/5/13,RL,PM,3,C,R,Lasioglossum,tegulare,Lasioglossum_tegulare,,f,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,MR,39.854874,-77.374393,,NULL,,,
NCIG2013_6275,2013_RandLC,2013,3,8/5/13,RL,PM,3,C,L,Megachile,mendica,Megachile_mendica,,m,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,MR,39.854874,-77.374393,,NULL,,,
NCIG2013_5105,2013_RandLT,2013,3,8/5/13,RL,AM,3,T,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,MR,39.856018,-77.373964,,NULL,,,
NCIG2013_5129,2013_RandLT,2013,3,8/5/13,RL,PM,1,T,R,Melissodes,sp,Melissodes_sp,,m,J_Gibbs,,0000-00-00,bee,,PINKCONE,CHECK,CHECK,Symphyotrichum,novae-angliae,Symphyotrichum_novae-angliae,unknown,JZ,39.856018,-77.373964,Melissodes_male,3,,,
NCIG2013_5066,2013_RandLT,2013,3,8/5/13,RL,AM,1,T,L,Agapostemon,virescens,Agapostemon_virescens,,m,J_Gibbs,,0000-00-00,bee,,PURPCONE,CHECK,CHECK,Symphyotrichum,novae-angliae,Symphyotrichum_novae-angliae,unknown,JZ,39.856018,-77.373964,,3,,,
NCIG2013_4007,2013_RandLC,2013,3,7/16/13,RL,AM,2,C,R,Bombus,griseocollis,Bombus_griseocollis,,f,J_Gibbs,,0000-00-00,bee,,TRPR2,Trifolium,pratense,Trifolium,pratense,Trifolium_pratense,no,SM,39.854874,-77.374393,,NULL,,,
NCIG2013_6294,2013_RandLC,2013,3,8/5/13,RL,AM,3,C,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,TRPR2,Trifolium,pratense,Trifolium,pratense,Trifolium_pratense,no,MR,39.854874,-77.374393,,NULL,,,
NCIG2013_5131,2013_RandLC,2013,3,8/5/13,RL,PM,3,C,L,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,TRPR2,Trifolium,pratense,Trifolium,pratense,Trifolium_pratense,no,MR,39.854874,-77.374393,,NULL,,,
NCIG2013_6250,2013_RandLT,2013,3,8/5/13,RL,PM,3,T,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,TRPR2,Trifolium,pratense,Trifolium,pratense,Trifolium_pratense,no,MR,39.856018,-77.373964,,NULL,,,
NCIG2013_4201,2013_SHC,2013,3,7/31/13,SH,AM,2,C,R,Hylaeus,schwarzii_seeTN,Hylaeus_schwarzii_seeTN,,f,J_Gibbs,cf,0000-00-00,bee,,APCA,Apocynum,cannabinum,Apocynum,cannabinum,Apocynum_cannabinum,no,JZ,39.326989,-75.244969,J._Gibbs_writes_c.f._schwarzii_det_not_100percent,NULL,,,
NCIG2013_4216,2013_SHC,2013,3,7/31/13,SH,AM,2,C,L,Hylaeus,schwarzii_seeTN,Hylaeus_schwarzii_seeTN,,f,J_Gibbs,cf,0000-00-00,bee,,APCA,Apocynum,cannabinum,Apocynum,cannabinum,Apocynum_cannabinum,no,JZ,39.326989,-75.244969,J._Gibbs_writes_c.f._schwarzii_det_not_100percent,NULL,,,
NCIG2013_4219,2013_SHC,2013,3,7/31/13,SH,AM,4,C,R,Hylaeus,schwarzii_seeTN,Hylaeus_schwarzii_seeTN,,f,J_Gibbs,cf,0000-00-00,bee,,PHAM4,Phytolacca,americana,Phytolacca,americana,Phytolacca_americana,no,SM,39.326989,-75.244969,J._Gibbs_writes_c.f._schwarzii_det_not_100percent,NULL,,,
NCIG2013_4220,2013_SHC,2013,3,7/31/13,SH,AM,4,C,R,unkown,unkown,unkown_unkown,,,,,0000-00-00,wasp,Brilliant_blue_green_wasp___,APCA,Apocynum,cannabinum,Apocynum,cannabinum,Apocynum_cannabinum,no,SM,39.326989,-75.244969,,NULL,,,
NCIG2013_4187,2013_SHC,2013,3,7/31/13,SH,PM,1,C,L,unkown,unkown,unkown_unkown,,,,,0000-00-00,fly,Green_tail_fly____,APCA,Apocynum,cannabinum,Apocynum,cannabinum,Apocynum_cannabinum,no,MR,39.326989,-75.244969,,NULL,,,
NCIG2013_4199,2013_SHC,2013,3,7/31/13,SH,PM,2,C,L,Hylaeus,schwarzii_seeTN,Hylaeus_schwarzii_seeTN,,m,J_Gibbs,cf,0000-00-00,bee,,APCA,Apocynum,cannabinum,Apocynum,cannabinum,Apocynum_cannabinum,no,JZ,39.326989,-75.244969,J._Gibbs_writes_c.f._schwarzii_det_not_100percent,NULL,,,
NCIG2013_4205,2013_SHC,2013,3,7/31/13,SH,PM,2,C,R,Augochlorella,aurata,Augochlorella_aurata,,f,J_Gibbs,,0000-00-00,bee,,ACMI2,Achillea,millefolium,Achillea,millefolium,Achillea_millefolium,no,JZ,39.326989,-75.244969,,NULL,,,
NCIG2013_4206,2013_SHC,2013,3,7/31/13,SH,PM,2,C,L,Ceratina,dupla,Ceratina_dupla,,f,J_Gibbs,,0000-00-00,bee,,PHAM4,Phytolacca,americana,Phytolacca,americana,Phytolacca_americana,no,JZ,39.326989,-75.244969,,NULL,,,
NCIG2013_4188,2013_SHC,2013,3,7/31/13,SH,PM,4,C,R,unkown,unkown,unkown_unkown,,,,,0000-00-00,wasp,Bembicine,APCA,Apocynum,cannabinum,Apocynum,cannabinum,Apocynum_cannabinum,no,SM,39.326989,-75.244969,,NULL,,,
NCIG2013_4204,2013_SHT,2013,3,7/31/13,SH,AM,1,T,R,Augochlorella,aurata,Augochlorella_aurata,,f,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,MR,39.330081,-75.251231,,NULL,,,
NCIG2013_4207,2013_SHT,2013,3,7/31/13,SH,AM,1,T,L,Lasioglossum,tegulare,Lasioglossum_tegulare,,f,J_Gibbs,,0000-00-00,bee,,OXST,Oxalis,stricta,Oxalis,stricta,Oxalis_stricta,no,MR,39.330081,-75.251231,,NULL,,,
NCIG2013_3006,2013_PUC,2013,2,7/15/13,PU,PM,4,C,L,Ceratina,strenua,Ceratina_strenua,,m,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,JZ,39.951979,-77.23875,,1,,,
NCIG2013_3007,2013_PUC,2013,2,7/15/13,PU,PM,4,C,L,Ceratina,dupla,Ceratina_dupla,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,JZ,39.951979,-77.23875,,1,,,
NCIG2013_3008,2013_PUC,2013,2,7/15/13,PU,PM,4,C,L,Hylaeus,affinis,Hylaeus_affinis,,m,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,JZ,39.951979,-77.23875,,1,,,
NCIG2013_4217,2013_SHT,2013,3,7/31/13,SH,AM,3,T,R,Coelioxys,sayi,Coelioxys_sayi,,f,J_Gibbs,,0000-00-00,bee,,VEUR,Verbena,urticifolia,Verbena,urticifolia,Verbena_urticifolia,yes,GP,39.330081,-75.251231,,1,,,
NCIG2013_3017,2013_PUC,2013,2,7/15/13,PU,PM,4,C,L,Lasioglossum,hitchensi,Lasioglossum_hitchensi,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,JZ,39.951979,-77.23875,,1,,,
NCIG2013_4221,2013_SHT,2013,3,7/31/13,SH,AM,4,T,R,Megachile,mendica,Megachile_mendica,,f,J_Gibbs,,0000-00-00,bee,,VEUR,Verbena,urticifolia,Verbena,urticifolia,Verbena_urticifolia,yes,SM,39.330081,-75.251231,,1,,,
NCIG2013_2981,2013_PUT,2013,2,7/15/13,PU,PM,1,T,L,Lasioglossum,versatum,Lasioglossum_versatum,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,MR,39.951065,-77.241008,,1,,,
NCIG2013_6807,2013_PUT,2013,2,7/15/13,PU,PM,4,T,R,Hylaeus,mesillae,Hylaeus_mesillae,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,JZ,39.951065,-77.241008,,1,,2ndp,
NCIG2013_3741,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3742,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3743,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3744,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3745,2013_SHT,2013,2,7/14/13,SH,AM,3,T,L,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3752,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,unkown,unkown,unkown_unkown,,,,,0000-00-00,wasp,Brilliant_blue_green_wasp___,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3753,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3754,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3755,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3756,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3757,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3758,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_4200,2013_SHT,2013,3,7/31/13,SH,PM,4,T,L,Megachile,mendica,Megachile_mendica,,f,J_Gibbs,,0000-00-00,bee,,VEUR,Verbena,urticifolia,Verbena,urticifolia,Verbena_urticifolia,yes,SM,39.330081,-75.251231,,1,,,
NCIG2013_3759,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_3760,2013_SHT,2013,2,7/14/13,SH,AM,3,T,R,Halictus,ligatus,Halictus_ligatus,,f,J_Gibbs,,0000-00-00,bee,,ERST3,Erigeron,strigosus,Erigeron,strigosus,Erigeron_strigosus,no,SM,39.330081,-75.251231,,1,,,
NCIG2013_5414,2013_DandRC,2013,4,8/27/13,DR,AM,1,C,R,Bombus,impatiens,Bombus_impatiens,,f,J_Gibbs,,0000-00-00,bee,,LYSA2,Lythrum,salicaria,Lythrum,salicaria,Lythrum_salicaria,no,JZ,40.299382,-74.565924,,NULL,,,
